name,summary,url,image_urls,text_length,word_count,sentences_count,complexity_score,readability_score,topic_keywords,age_group_hint,predicted_age_group
The Strong,"The Strong is an interactive, collections-based educational institution in Rochester, New York, United States, devoted to the study and exploration of play. It carries out this mission through six programmatic arms called ""Play Partners"":

The National Museum of Play
National Toy Hall of Fame
World Video Game Hall of Fame
International Center for the History of Electronic Games
The Brian Sutton-Smith Library and Archives of Play
American Journal of Play
The Woodbury School
Independent and not-for-profit, The Strong houses hundreds of thousands of historical materials related to play. These enable a multifaceted array of research, exhibition, and other interpretive activities that serve a diverse audience of adults, families, children, students, teachers, scholars, collectors, and others around the globe.",https://en.wikipedia.org/wiki/The_Strong,https://upload.wikimedia.org/wikipedia/en/thumb/9/90/Strong_museum_logo_-_Sep_2010.jpg/150px-Strong_museum_logo_-_Sep_2010.jpg,815,118,3,265.81,95.93,"fame, hall, national, play, strong",,adult
The Ultimate History of Video Games,"The Ultimate History of Video Games is a 2001 non-fiction book by Steven L. Kent. Published initially by Prima Publishing and then by Three Rivers Press, it is an updated version of the self-published The First Quarter: A 25-Year History of Video Games.",https://en.wikipedia.org/wiki/The_Ultimate_History_of_Video_Games,https://upload.wikimedia.org/wikipedia/en/1/1a/The_Ultimate_History_of_Video_Games.jpg,253,43,3,58.88,133.26,"2001, games, history, published, video",unspecified,teen
The Verge,"The Verge is an American technology news website headquartered in Lower Manhattan, New York City and operated by Vox Media. The website publishes news, feature stories, guidebooks, product reviews, consumer electronics news, and podcasts.
The website was launched on November 1, 2011, and uses Vox Media's proprietary multimedia publishing platform Chorus. In 2014, Nilay Patel was named editor-in-chief and Dieter Bohn executive editor; Helen Havlak was named editorial director in 2017. The Verge won five Webby Awards for the year 2012 including awards for Best Writing (Editorial), Best Podcast for The Vergecast, Best Visual Design, Best Consumer Electronics Site, and Best Mobile News App.",https://en.wikipedia.org/wiki/The_Verge,https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/The_Verge_wordmark_2022.svg/220px-The_Verge_wordmark_2022.svg.png,695,104,5,216.31,107.63,"best, electronics, media, news, website",unspecified,adult
The Washington Post,"The Washington Post, locally known as The Post and, informally, WaPo or WP, is an American daily newspaper published in Washington, D.C., the national capital. It is the most widely circulated newspaper in the Washington metropolitan area and has a national audience. As of 2023, the Post has 135,980 print subscribers and 2.5 million digital subscribers, both of which are the third-largest among U.S. newspapers after The New York Times and The Wall Street Journal.
The Post was founded in 1877. In its early years, it went through several owners and struggled both financially and editorially. In 1933, financier Eugene Meyer purchased it out of bankruptcy and revived its health and reputation; this work was continued by his successors Katharine and Phil Graham, Meyer's daughter and son-in-law, respectively, who bought out several rival publications. The Post's 1971 printing of the Pentagon Papers helped spur opposition to the Vietnam War. Reporters Bob Woodward and Carl Bernstein led the investigation into the break-in at the Democratic National Committee, which developed into the Watergate scandal and the 1974 resignation of President Richard Nixon. In October 2013, the Graham family sold the newspaper to Nash Holdings, a holding company owned by Jeff Bezos, for $250 million.
As of 2024, the newspaper had won the Pulitzer Prize 76 times for its work, the second-most of any publication after The New York Times. It is considered a newspaper of record in the U.S. Post journalists have received 18 Nieman Fellowships and 368 White House News Photographers Association awards. The paper is well known for its political reporting and is one of the few remaining American newspapers to operate foreign bureaus, with international breaking news hubs in London and Seoul.",https://en.wikipedia.org/wiki/The_Washington_Post,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/The_Logo_of_The_Washington_Post_Newspaper.svg/220px-The_Logo_of_The_Washington_Post_Newspaper.svg.png,1784,283,19,477.67,119.67,"national, newspaper, post, times, washington",unspecified,adult
Thomas T. Goldsmith Jr.,"Thomas Toliver Goldsmith Jr. (January 9, 1910 – March 5, 2009) was an American television pioneer, the co-inventor of the cathode-ray tube amusement device, and a professor of physics at Furman University.",https://en.wikipedia.org/wiki/Thomas_T._Goldsmith_Jr.,https://upload.wikimedia.org/wikipedia/en/thumb/7/7e/Thomastgoldsmith1984-1.jpg/200px-Thomastgoldsmith1984-1.jpg,205,32,2,70.69,127.15,"1910, ray, television, thomas, toliver",unspecified,adult
Time (magazine),"Time (stylized in all caps as TIME) is an American news magazine based in New York City. It was published weekly for nearly a century. Starting in March 2020, it transitioned to every other week. It was first published in New York City on March 3, 1923, and for many years it was run by its influential co-founder, Henry Luce.
A European edition (Time Europe, formerly known as Time Atlantic) is published in London and also covers the Middle East, Africa, and, since 2003, Latin America. An Asian edition (Time Asia) is based in Hong Kong. The South Pacific edition, which covers Australia, New Zealand, and the Pacific Islands, is based in Sydney.
Since 2018, Time has been owned by Salesforce founder Marc Benioff, who acquired it from Meredith Corporation. Benioff currently publishes the magazine through the company Time USA, LLC.",https://en.wikipedia.org/wiki/Time_(magazine),https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Time_Magazine_logo.svg/180px-Time_Magazine_logo.svg.png,836,141,9,187.57,122.53,"based, edition, new, published, time",unspecified,adult
Tomb Raider,"Tomb Raider, known as Lara Croft: Tomb Raider from 2001 to 2008, is a media franchise that originated with an action-adventure video game series created by British video game developer Core Design. The franchise is currently owned by CDE Entertainment; it was formerly owned by Eidos Interactive, then by Square Enix Europe after Square Enix's acquisition of Eidos in 2009 until Embracer Group purchased the intellectual property alongside Eidos in 2022. The franchise focuses on the fictional British archaeologist Lara Croft, who travels around the world searching for lost artefacts and infiltrating dangerous tombs and ruins. Gameplay generally focuses on exploration, solving puzzles, navigating hostile environments filled with traps, and fighting enemies. Additional media has been developed for the franchise in the form of film adaptations, comics and novels.
Development of the first Tomb Raider began in 1994; it was released two years later. Its critical and commercial success prompted Core Design to develop a new game annually for the next four years, which put a strain on staff. The sixth game, Tomb Raider: The Angel of Darkness, faced difficulties during development and was considered a failure at release. This prompted Eidos to switch development duties to Crystal Dynamics, which has been the series' primary developer since. Other developers have contributed to spin-off titles and ports of mainline entries.
Tomb Raider games have sold over 100 million copies worldwide by 2024. while the entire franchise generated close to $1.2 billion in revenue by 2002. The series has received generally positive reviews from critics, and Lara Croft has become one of the most recognisable video game protagonists, winning accolades and earning places on the Walk of Game and Guinness World Records.",https://en.wikipedia.org/wiki/Tomb_Raider,https://upload.wikimedia.org/wikipedia/en/thumb/9/9b/Tomb_Raider_Logo_2022.png/250px-Tomb_Raider_Logo_2022.png,1812,280,14,492.75,113.72,"eidos, franchise, game, raider, tomb",unspecified,teen
Toshiba,"Toshiba Corporation (株式会社東芝, Kabushikigaisha Tōshiba, English: ) is a Japanese multinational electronics company headquartered in Minato, Tokyo. Its diversified products and services include power, industrial and social infrastructure systems, elevators and escalators, electronic components, semiconductors, hard disk drives, printers, batteries, lighting, as well as IT solutions such as quantum cryptography. It was formerly also one of the biggest manufacturers of personal computers, consumer electronics, home appliances, and medical equipment.
The Toshiba name is derived from its former name, Tokyo Shibaura Denki K.K. which in turn was a 1939 merger between Shibaura Seisaku-sho (founded in 1875) and Tokyo Denki (founded in 1890). The company name was officially changed to Toshiba Corporation in 1978. A technology company with a long history and sprawling businesses, Toshiba is a household name in Japan and has long been viewed as a symbol of the country's technological prowess post-World War II. As a semiconductor company and the inventor of flash memory, Toshiba had been one of the top 10 in the chip industry until its flash memory unit was spun off as Kioxia in the late 2010s. The company was also relevant in consumer personal computers, releasing the first mass-market laptop in 1985 and later ranking as a major vendor of laptops; it exited the PC business in 2020 having divested it into Dynabook Inc.
Toshiba faced trouble during the 2010s amid a much-publicised accounting scandal that affected its reputation, and the bankruptcy of its subsidiary nuclear energy company Westinghouse in 2017. This forced the conglomerate to shed a number of underperforming businesses, essentially eliminating the company's century-long presence in consumer markets. After a rejection to split the company, in 2023 Toshiba was purchased by a consortium led by Japan Industrial Partners (JIP); Toshiba turned private as a result and was delisted from the Tokyo Stock Exchange after 74 years, where it was formerly a constituent of the Nikkei 225 and TOPIX 100 indices.",https://en.wikipedia.org/wiki/Toshiba,https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/Toshiba_logo.svg/220px-Toshiba_logo.svg.png,2079,318,12,659.36,111.83,"company, consumer, long, tokyo, toshiba",unspecified,adult
Tron,"Tron (stylized as TRON) is a 1982 American science fiction action adventure film written and directed by Steven Lisberger from a story by Lisberger and Bonnie MacBird. The film stars Jeff Bridges as Kevin Flynn, a computer programmer and video game developer who is transported inside the software world of a mainframe computer where he interacts with programs in his attempt to escape. It also stars Bruce Boxleitner, David Warner, Cindy Morgan, and Barnard Hughes. Tron, along with The Last Starfighter, was one of cinema's earliest films to use extensive computer-generated imagery (CGI).
The inspiration for Tron dates back to 1976, when Lisberger became intrigued with video games after seeing Pong. He and producer Donald Kushner set up an animation studio to develop Tron with the intention of making it an animated film. To promote the studio itself, Lisberger and his team created a 30-second animation featuring the first appearance of the title character. Eventually, Lisberger decided to include live-action elements with both backlit and computer animation for the actual feature-length film. Various studios had rejected the storyboards for the film before Walt Disney Productions agreed to finance and distribute Tron. There, backlit animation was finally combined with the 2D computer animation and the live action.
Tron was released on July 9, 1982. The film was a moderate success at the box office, and received positive reviews from critics, who praised its groundbreaking visuals and acting but criticized its storyline as being incoherent. Tron received nominations for Best Costume Design and Best Sound at the 55th Academy Awards. It was however disqualified from the Best Visual Effects category because at the time the Academy felt that using computer animation was ""cheating"". Tron spawned multiple video games (including an arcade tie-in released shortly after the film), and as it became a cult film, a multimedia franchise including comic books. A sequel titled Tron: Legacy, directed by Joseph Kosinski, was released in 2010, with Bridges and Boxleitner reprising their roles and Lisberger acting as producer. A commercial success, it was followed by the XD animated series Tron: Uprising in 2012, set between the two films. A third installment, Tron: Ares, is scheduled to be released on October 10, 2025.",https://en.wikipedia.org/wiki/Tron,https://upload.wikimedia.org/wikipedia/en/thumb/1/17/Tron_poster.jpg/220px-Tron_poster.jpg,2337,367,16,698.17,112.32,"animation, computer, film, lisberger, tron",unspecified,adult
United Kingdom,"The United Kingdom of Great Britain and Northern Ireland, commonly known as the United Kingdom (UK) or Britain, is a country in Northwestern Europe, off the coast of the continental mainland. It comprises England, Scotland, Wales, and Northern Ireland. The UK includes the island of Great Britain, the north-eastern part of the island of Ireland, and most of the smaller islands within the British Isles, making up a total area of 94,354 square miles (244,376 km2). Northern Ireland shares a land border with the Republic of Ireland; otherwise, the United Kingdom is surrounded by the Atlantic Ocean, the North Sea, the English Channel, the Celtic Sea, and the Irish Sea. The United Kingdom had an estimated population of over 68.2 million people in 2023. The capital and largest city of both England and the United Kingdom is London, whose wider metropolitan area is the largest in Western Europe, with a population of 14.9 million. The cities of Edinburgh, Cardiff, and Belfast are the national capitals of Scotland, Wales, and Northern Ireland, respectively.
The lands of the UK have been inhabited continuously since the Neolithic. In AD 43, the Roman conquest of Britain began; the Roman departure was followed by Anglo-Saxon settlement. In 1066, the Normans conquered England. With the end of the Wars of the Roses, the English state stabilised and began to grow in power, resulting by the 16th century in the annexation of Wales, the domination of Scotland, and the establishment of the British Empire. Over the course of the 17th century, the role of the British monarchy was reduced, particularly as a result of the English Civil War. In 1707, the Kingdom of England and the Kingdom of Scotland united under the Treaty of Union to create the Kingdom of Great Britain. The Acts of Union 1800 incorporated the Kingdom of Ireland to create the United Kingdom of Great Britain and Ireland in 1801. Most of Ireland seceded from the UK in 1922 as the Irish Free State, and the Royal and Parliamentary Titles Act 1927 created the present United Kingdom.
The UK became the first industrialised country and was the world's foremost power for the majority of the 19th and early 20th centuries, particularly during the ""Pax Britannica"" between 1815 and 1914. The British Empire was the leading economic power for most of the 19th century, a position supported by its agricultural prosperity, its role as a dominant trading nation, a massive industrial capacity, significant technological achievements, and the rise of 19th-century London as the world's principal financial centre. At its height in the 1920s, the British Empire encompassed almost a quarter of the world's landmass and population, and was the largest empire in history. However, its involvement in the First World War and the Second World War damaged Britain's economic power and a global wave of decolonisation led to the independence of most British colonies.
The United Kingdom is a constitutional monarchy and parliamentary democracy. The UK has three distinct jurisdictions: England and Wales, Scotland, and Northern Ireland. Since 1999, Scotland, Wales and Northern Ireland have their own governments and parliaments which control various devolved matters. A developed country, the UK has the world's sixth-largest economy by nominal GDP and is the fourth-largest exporter. It is a nuclear state with one of the world's highest military budgets. The UK has been a permanent member of the UN Security Council since its first session in 1946. It is a member of the Commonwealth of Nations, Council of Europe, G7, OECD, NATO, Five Eyes, AUKUS and CPTPP. British influence can be observed in the legal and political systems of many of its former colonies, and British culture remains globally influential, particularly in language, literature, music and sport. English is the world's most widely spoken language and the third-most spoken native language.",https://en.wikipedia.org/wiki/United_Kingdom,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Flag_of_the_United_Kingdom_%281-2%29.svg/125px-Flag_of_the_United_Kingdom_%281-2%29.svg.png,3920,634,29,1104.31,115.39,"british, ireland, kingdom, united, world",unspecified,adult
United States–China Economic and Security Review Commission,"The United States–China Economic and Security Review Commission (informally, the U.S.–China Commission, USCC) is an independent commission of the United States government legislative branch. It was established on October 30, 2000, through the Floyd D. Spence National Defense Authorization Act.
The USCC is responsible for providing recommendations to Congress based on their findings on bilateral trade with the People's Republic of China, evaluating national security and trading risks in all industries and conducting research on China's actions. All these findings are discussed in their hearings, and submitted in an annual report or other published research throughout the year.
The USCC directly reports to Congress—it is not a part of any other department or agency in the federal government. The USCC consists of 12 commissioners, a non-partisan staff, and facilities that were absorbed from the former U.S. Trade Deficit Review Commission. The commissioners are appointed to two-year terms by the majority and minority leaders of the U.S. Senate, and by the speaker and minority leader of the U.S. House of Representatives. The current head of the commission is Carolyn Bartholomew and the vice chairman is Robin Cleveland, who are responsible for organizing meetings with other commissioners. Each commissioner is entitled to one vote.",https://en.wikipedia.org/wiki/United_States%E2%80%93China_Economic_and_Security_Review_Commission,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/Seal_of_the_United_States-China_Economic_and_Security_Review_Commission.png/220px-Seal_of_the_United_States-China_Economic_and_Security_Review_Commission.png,1346,202,18,436.46,126.34,"china, commission, commissioners, uscc, year",unspecified,adult
University of Minnesota Press,"The University of Minnesota Press is a university press that is part of the University of Minnesota. It had annual revenues of just over $8 million in fiscal year 2018.
Founded in 1925, the University of Minnesota Press is best known for its books in social theory and cultural theory, critical theory, race and ethnic studies, urbanism, feminist criticism, and media studies.
The University of Minnesota Press also publishes a significant number of translations of major works of European and Latin American thought and scholarship, as well as a diverse list of works on the cultural and natural heritage of the state and the upper Midwest region.",https://en.wikipedia.org/wiki/University_of_Minnesota_Press,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/University_of_Minnesota_Press_logo.svg/50px-University_of_Minnesota_Press_logo.svg.png,648,107,4,172.22,114.85,"minnesota, press, theory, university, works",unspecified,adult
University of Saskatchewan,"The University of Saskatchewan (U of S, or USask) is a Canadian public research university, founded on March 19, 1907, and located on the east side of the South Saskatchewan River in Saskatoon, Saskatchewan, Canada. An ""Act to establish and incorporate a University for the Province of Saskatchewan"" was passed by the provincial legislature in 1907. It established the provincial university on March 19, 1907 ""for the purpose of providing facilities for higher education in all its branches and enabling all persons without regard to race, creed or religion to take the fullest advantage"". The University of Saskatchewan is the largest education institution in the Canadian province of Saskatchewan. The University of Saskatchewan is one of Canada's top research universities (based on the number of Canada Research Chairs) and is a member of the U15 Group of Canadian Research Universities (the 15 most research-intensive universities in Canada).
The university began as an agricultural college in 1907 and established the first Canadian university-based department of extension in 1910. There were 120 hectares (300 acres) set aside for university buildings and 400 ha (1,000 acres) for the U of S farm, and agricultural fields. In total 10.32 km2 (3.98 sq mi) was annexed for the university. The main university campus is situated upon 981 ha (2,425 acres), with another 200 ha (500 acres) allocated for Innovation Place Research Park. The University of Saskatchewan agriculture college still has access to neighbouring urban research lands. The University of Saskatchewan's Vaccine and Infectious Disease Organization (VIDO) facility, (2003) develops DNA-enhanced immunization vaccines for both humans and animals.
The university is also home to the Canadian Light Source synchrotron, which is considered one of the largest and most innovative investments in Canadian science. Discoveries made at the U of S include sulphate-resistant cement and the cobalt-60 cancer therapy unit. The university offers over 200 academic programs.",https://en.wikipedia.org/wiki/University_of_Saskatchewan,https://upload.wikimedia.org/wikipedia/en/thumb/5/55/Uofsask_logo.svg/230px-Uofsask_logo.svg.png,2034,310,14,612.1,117.5,"canada, canadian, research, saskatchewan, university",unspecified,adult
University of Texas Press,"The University of Texas Press (or UT Press) is a university press that is part of the University of Texas at Austin.  Established in 1950, the Press publishes scholarly books and journals in several areas, including Latin American studies, Texana, anthropology, U.S. Latino studies, Native American studies, African American studies, film & media studies, classics and the ancient Near East, Middle East studies, natural history, art, and architecture.  The Press also publishes trade books and journals relating to their major subject areas.",https://en.wikipedia.org/wiki/University_of_Texas_Press,https://upload.wikimedia.org/wikipedia/en/thumb/b/ba/UT_Press_logo.PNG/150px-UT_Press_logo.PNG,542,82,5,173.52,117.97,"american, books, press, studies, university",unspecified,adult
Unreal Engine,"Unreal Engine (UE) is a 3D computer graphics game engine developed by Epic Games, first showcased in the 1998 first-person shooter video game Unreal. Initially developed for PC first-person shooters, it has since been used in a variety of genres of games and has been adopted by other industries, most notably the film and television industry. Unreal Engine is written in C++ and features a high degree of portability, supporting a wide range of desktop, mobiles, console, and virtual reality platforms.
The latest generation, Unreal Engine 5, was launched in April 2022. Its source code is available on GitHub, and commercial use is granted based on a royalty model, with Epic charging 5% of revenues over US $1 million, which is waived for games published exclusively on the Epic Games Store. Epic has incorporated features in the engine from acquired companies such as Quixel, which is seen as benefiting from Fortnite's revenue.
In 2014, Unreal Engine was named the world's ""most successful videogame engine"" by Guinness World Records.",https://en.wikipedia.org/wiki/Unreal_Engine,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Unreal_Engine_Logo_%28new_typeface%29.svg/150px-Unreal_Engine_Logo_%28new_typeface%29.svg.png,1039,168,7,275.1,116.51,"developed, engine, epic, games, unreal",unspecified,teen
Unterhaltungssoftware Selbstkontrolle,"Unterhaltungssoftware Selbstkontrolle (Entertainment Software Self-Regulation, abbreviated USK) is the organisation responsible for video game ratings in Germany. In Austria, it is mandatory in the state of Salzburg, while PEGI is mandatory in Vienna.",https://en.wikipedia.org/wiki/Unterhaltungssoftware_Selbstkontrolle,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/USK_-_Logo_2010_-_Kurzform.svg/200px-USK_-_Logo_2010_-_Kurzform.svg.png,251,33,2,99.55,128.56,"abbreviated, mandatory, state, unterhaltungssoftware, usk",unspecified,adult
Video Game Museum of Rome,"The Video Game Museum of Rome (VIGAMUS) is an interactive video game museum that displays the history of video games. The first official announcement for the museum was at the Italian Videogame Developer Conference (IVDC) in 2010. The museum opened its doors to the public in October 2012. VIGAMUS is among the founding members and promoters of EFGAMP, the European Federation of Game Archives, Museums, and Preservation Projects. This federation aims to find new opportunities of digital preservation, with a particular attention to video games.
Located in a large exhibition center, the museum is divided into different areas of video game history, starting with the Magnavox Odyssey. The collection displays 440 pieces of video game ephemera and has more than 100 panels with information about the history and background of the items displayed. Fifteen video game retrospectives give the viewers first-person knowledge of making certain games.
In addition to the regular exhibits, the museum also has different interactive areas for arcade games, console games, and an Oculus VR room.
Some of the unique items featured at the museum include the DOOM master disks and Crytek demo disks. The museum partnered with Crytek to launch a graduate course aimed at virtual reality development. The museum also has its own magazine called VMag about the video game industry.",https://en.wikipedia.org/wiki/Video_Game_Museum_of_Rome,https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Vigamus-logo.jpg/220px-Vigamus-logo.jpg,1367,216,12,346.67,116.11,"game, games, history, museum, video",,teen
Video Games Live,"Video Games Live (VGL) is a concert series created by Tommy Tallarico and Jack Wall. The concerts consist of segments of video game music performed by a live orchestra with video footage and synchronized lighting and effects, as well as several interactive segments with the audience. Incorporated in 2002, Video Games Live has performed over 500 shows internationally.",https://en.wikipedia.org/wiki/Video_Games_Live,https://upload.wikimedia.org/wikipedia/en/2/2f/VGL_logo.png,369,58,3,102.21,117.2,"games, live, performed, segments, video",unspecified,teen
Video game addiction,"Video game addiction (VGA), also known as  gaming disorder or internet gaming disorder, is generally defined as a psychological addiction that is problematic, compulsive use of video games that results in significant impairment to an individual's ability to function in various life domains over a prolonged period of time. This and associated concepts have been the subject of considerable research, debate, and discussion among experts in several disciplines and has generated controversy within the medical, scientific, and gaming communities. Such disorders can be diagnosed when an individual engages in gaming activities at the cost of fulfilling daily responsibilities or pursuing other interests without regard for the negative consequences. As defined by the ICD-11, the main criterion for this disorder is a lack of self control over gaming.
The World Health Organization included gaming disorder in the 11th revision of its International Classification of Diseases (ICD). The American Psychiatric Association (APA), while stating there is insufficient evidence for the inclusion of Internet gaming disorder in the Diagnostic and Statistical Manual of Mental Disorders in 2013, considered it worthy of further study.
Controversy around the diagnosis includes whether the disorder is a separate clinical entity or a manifestation of underlying psychiatric disorders. Research has approached the question from a variety of viewpoints, with no universally standardized or agreed definitions, leading to difficulties in developing evidence-based recommendations.",https://en.wikipedia.org/wiki/Video_game_addiction,https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Android_TV_game_controller.jpg/220px-Android_TV_game_controller.jpg,1568,224,7,582.0,107.88,"disorder, disorders, gaming, icd, internet",unspecified,adult
Virtual Console,"The Virtual Console is a defunct line of downloadable retro video games for Nintendo's Wii and Wii U home video game consoles and the Nintendo 3DS family of systems. The Virtual Console lineup consisted of titles originally released on past home and handheld consoles and were run in their original forms through software emulation (excluding Game Boy Advance titles on the 3DS and Wii titles on Wii U), therefore remaining mostly unaltered, and could be purchased from the Wii Shop Channel or Nintendo eShop for between 500 and 1200 Wii Points, or using real currency, with prices depending on the system, rarity, and/or demand. 
On Wii and Wii U, the Virtual Console's library of past games consisted of titles originating from the Nintendo Entertainment System (NES), Super Nintendo Entertainment System (SNES), Game Boy, Game Boy Color, Nintendo 64, Game Boy Advance, and Nintendo DS, as well as Sega's Master System, Genesis/Mega Drive and Game Gear, NEC's TurboGrafx-16, and SNK's Neo Geo AES. The service for the Wii also included games for platforms that were known only in select regions, such as the Commodore 64 (Europe and North America) and Microsoft's and ASCII's MSX (Japan), as well as Virtual Console Arcade, which allowed players to download video arcade games. On the other hand, the Virtual Console on Nintendo 3DS had a smaller library consisting of NES, SNES, Game Boy, Game Boy Color and Game Gear titles. 
Launching with the Wii at the end of 2006, Virtual Console titles had been downloaded over ten million times as of early 2008. The distribution of past games through the Virtual Console is one of Nintendo's reasons for opposing software piracy of old console games. On January 30, 2019, the Virtual Console service was discontinued on the Wii, following the shutdown of the Wii Shop Channel. On March 27, 2023, the Virtual Console service was discontinued on the Wii U and Nintendo 3DS. Purchased titles remain playable.",https://en.wikipedia.org/wiki/Virtual_Console,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Virtual_console_Logo.svg/250px-Virtual_console_Logo.svg.png,1950,322,10,515.39,101.11,"console, game, nintendo, virtual, wii",unspecified,teen
Virtual reality,"Virtual reality (VR) is a simulated experience that employs 3D near-eye displays and pose tracking to give the user an immersive feel of a virtual world. Applications of virtual reality include entertainment (particularly video games), education (such as medical, safety or military training) and business (such as virtual meetings). VR is one of the key technologies in the reality-virtuality continuum. As such, it is different from other digital visualization solutions, such as augmented virtuality and augmented reality.
Currently, standard virtual reality systems use either virtual reality headsets or multi-projected environments to generate some realistic images, sounds and other sensations that simulate a user's physical presence in a virtual environment. A person using virtual reality equipment is able to look around the artificial world, move around in it, and interact with virtual features or items. The effect is commonly created by VR headsets consisting of a head-mounted display with a small screen in front of the eyes, but can also be created through specially designed rooms with multiple large screens. Virtual reality typically incorporates auditory and video feedback, but may also allow other types of sensory and force feedback through haptic technology.",https://en.wikipedia.org/wiki/Virtual_reality,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Nuvola_apps_kaboodle.svg/16px-Nuvola_apps_kaboodle.svg.png,1284,191,7,475.4,111.81,"reality, virtual, virtuality, vr, world",unspecified,adult
Visual system,"The visual system is the physiological basis of visual perception (the ability to detect and process light). The system detects, transduces and interprets information concerning light within the visible range to construct an image and build a mental model of the surrounding environment. The visual system is associated with the eye and functionally divided into the optical system (including cornea and lens) and the neural system (including the retina and visual cortex).
The visual system performs a number of complex tasks based on the image forming functionality of the eye, including the formation of monocular images, the neural mechanisms underlying stereopsis and assessment of distances to (depth perception) and between objects, motion perception, pattern recognition, accurate motor coordination under visual guidance, and colour vision. Together, these facilitate higher order tasks, such as object identification. The neuropsychological side of visual information processing is known as visual perception, an abnormality of which is called visual impairment, and a complete absence of which is called blindness.  The visual system also has several non-image forming visual functions, independent of visual perception, including the pupillary light reflex and circadian photoentrainment.
This article describes the human visual system, which is representative of mammalian vision, and to a lesser extent the vertebrate visual system.",https://en.wikipedia.org/wiki/Visual_system,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Human_visual_pathway.svg/250px-Human_visual_pathway.svg.png,1446,207,6,442.93,99.48,"image, including, light, perception, visual",,adult
Wii,"The Wii ( WEE) is a home video game console developed and marketed by Nintendo. It was released on November 19, 2006, in North America, and in December 2006 for most other regions of the world. It is Nintendo's fifth major home game console, following the GameCube, and is a seventh-generation console alongside Microsoft's Xbox 360 and Sony's PlayStation 3.
In developing the Wii, Nintendo president Satoru Iwata directed the company to avoid competing with Microsoft and Sony on computational graphics and power and instead to target a broader demographic of players through novel gameplay. Game designers Shigeru Miyamoto and Genyo Takeda led the console's development under the codename Revolution. The primary controller for the Wii is the Wii Remote, a wireless controller with both motion sensing and traditional controls which can be used as a pointing device towards the television screen or for gesture recognition. The Wii was Nintendo's first home console to directly support Internet connectivity, supporting both online games and for digital distribution of games and media applications through the Wii Shop Channel. The Wii also supports wireless connectivity with the Nintendo DS handheld console for selected games. Initial Wii models included full backward compatibility support for GameCube games and most of the console's accessories. Later in its lifecycle, two lower-cost Wii models were produced: a revised model with the same design as the original Wii but without the GameCube compatibility features, and the Wii Mini, a compact, budget redesign of the Wii which further removed several features, including online connectivity and SD card storage.
Because of Nintendo's reduced focus on computational power, the Wii and its games were less expensive to produce than its competitors. The Wii was extremely popular at launch, causing the system to be in short supply in some markets. A bundled game, Wii Sports, was considered the killer app for the console; other flagship games included entries in the Super Mario, Legend of Zelda, Pokémon, and Metroid series. Within a year of launch, the Wii became the best-selling seventh-generation console as well as a social phenomenon in many countries. Total lifetime sales of the Wii had reached over 101 million units, making it Nintendo's best-selling home console until it was surpassed by the Nintendo Switch in 2021. As of 2022, the Wii is the fifth-best-selling home console of all time.
The Wii repositioned Nintendo as a key player in the video game console marketplace. The introduction of motion-controlled games via the Wii Remote led both Microsoft and Sony to develop their own competing products—the Kinect and PlayStation Move, respectively. Nintendo found that, while the Wii had broadened the demographics that they wanted, the core gamer audience had shunned the Wii. The Wii's successor, the Wii U, sought to recapture the core gamer market with additional features atop the Wii. The Wii U was released in 2012, and Nintendo continued to sell both units through the following year. The Wii was formally discontinued in October 2013, though Nintendo continued to produce and market the Wii Mini for a few years afterwards, and offered a subset of the Wii's online services through 2019.",https://en.wikipedia.org/wiki/Wii,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Wii.svg/140px-Wii.svg.png,3272,519,22,918.0,110.84,"console, games, home, nintendo, wii",unspecified,teen
